COD_IMOVEL,NUM_AREA,COD_ESTADO,NOM_MUNICI,NUM_MODULO,TIPO_IMOVE,SITUACAO,CONDICAO_I
PA-1507953-82A5BB04B39448A39B20160680E039CD,107.6192000000,PA,Tailândia,2.1524000000,IRU,AT,Aguardando análise
PA-1507953-73EF1FBAA9BC438F8F1ED624C3D8649F,74.1845000000,PA,Tailândia,1.4837000000,IRU,AT,Aguardando análise
PA-1507953-D525647402E741E19F642E05B4DBEC54,29.9722000000,PA,Tailândia,0.5994000000,IRU,AT,Aguardando análise
PA-1507953-1C92BB99EF844BBC95B77F7DA4B4BC69,63.5200000000,PA,Tailândia,1.2704000000,IRU,AT,Aguardando análise
PA-1507953-E5A051C3AC714869BF952D8B75932B36,46.0772000000,PA,Tailândia,0.9215000000,IRU,AT,Aguardando análise
PA-1507953-797882E4448B4636926707B76FCF801C,99.9024000000,PA,Tailândia,1.9980000000,IRU,AT,Aguardando análise
PA-1507953-770DA62A1524405ABE7D9369EDAE72CF,24.5201000000,PA,Tailândia,0.4904000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-6E79E58D6B4543C4B481CFB03EACBB45,22.2445000000,PA,Tailândia,0.4449000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-8FBC8DAED9C340DEAD634EB189D1DD34,31.6265000000,PA,Tailândia,0.6325000000,IRU,AT,Aguardando análise
PA-1507953-4C0D6BB19C4A4956BB98EEE7F7E0CD4D,48.4962000000,PA,Tailândia,0.9699000000,IRU,AT,Aguardando análise
PA-1507953-DA6C1316F1C8444F87722D253B48EB64,92.9678000000,PA,Tailândia,1.8594000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-63AA7BBA3EAD402CB3C936042CE430B8,95.2903000000,PA,Tailândia,1.9058000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-EBACCB1E7CFE405AA9124F66F9CC724E,80.0079000000,PA,Tailândia,1.6002000000,IRU,AT,Aguardando análise
PA-1507953-175D57E013B24F729CCE4011D2768F3D,55.9698000000,PA,Tailândia,1.1194000000,IRU,AT,Aguardando análise
PA-1507953-0539CAFCE2B04319A92EAB90E87751E1,166.6804000000,PA,Tailândia,3.3336000000,IRU,AT,Aguardando análise
PA-1507953-4098953B68374AA2B9315E0E9206A164,215.8915000000,PA,Tailândia,4.3178000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-F975AA863E5040B6AFFFAA3FEA50C234,49.9110000000,PA,Tailândia,0.9982000000,IRU,AT,Aguardando análise
PA-1507953-179383F95AD942F79F750754D41481B3,350.9665000000,PA,Tailândia,7.0193000000,IRU,AT,Aguardando análise
PA-1507953-B538890622FB43FF8946E4F045EFBD90,156.6040000000,PA,Tailândia,3.1321000000,IRU,AT,Aguardando análise
PA-1507953-5BB52D3DC0C8408DA324AB68F3ED896F,58.7375000000,PA,Tailândia,1.1748000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-E8FA03D35C664E5799A61A83882C5358,67.1378000000,PA,Tailândia,1.3428000000,IRU,AT,Aguardando análise
PA-1507953-61BAF9A5FBA44657A2187FB0C8AE3D07,41.6685000000,PA,Tailândia,0.8334000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-1A7EC91B96D24F4BB296B03CAC4B5FD0,96.2367000000,PA,Tailândia,1.9247000000,IRU,AT,Aguardando análise
PA-1507953-23602B0934604123AACFD29CC37F99E2,47.1472000000,PA,Tailândia,0.9429000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-A8472C2C582D4A84BA4DC29455B02352,23.4581000000,PA,Tailândia,0.4692000000,IRU,AT,Aguardando análise
PA-1507953-14A883A1BA3C4E8E93FAE7B8C378EC4A,39.1781000000,PA,Tailândia,0.7836000000,IRU,AT,Aguardando análise
PA-1507953-E811BA330B244FA8B3D02B318E2C4496,25.1459000000,PA,Tailândia,0.5029000000,IRU,AT,Aguardando análise
PA-1507953-B749C19B9B7D463FABD284B6AB542727,38.4622000000,PA,Tailândia,0.7692000000,IRU,AT,Aguardando análise
PA-1507953-48653CF96E4E42BEACEDFB1686BC3920,44.9787000000,PA,Tailândia,0.8996000000,IRU,AT,Aguardando análise
PA-1507953-5515F18D06E44C6E97F29DFF3CF54B11,29.1638000000,PA,Tailândia,0.5833000000,IRU,AT,Aguardando análise
PA-1507953-A1E8B0A630ED4C1DB7231A79E94BF3DC,86.0769000000,PA,Tailândia,1.7215000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-836790A92F1742EB9E06240E6A05B2AD,86.4928000000,PA,Tailândia,1.7299000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-F116F6A5F39C4437A8E9653D9E1BDC34,93.1830000000,PA,Tailândia,1.8637000000,IRU,AT,Aguardando análise
PA-1507953-1BC44EAFD96748F2A74AFB014506E7E0,60.1588000000,PA,Tailândia,1.2032000000,IRU,AT,Aguardando análise
PA-1507953-5AF1AF2D15E44595BC1785E9C47BED1D,163.0222000000,PA,Tailândia,3.2604000000,IRU,AT,Aguardando análise
PA-1507953-090E53CB8238466EA6BA3FDF0DAA33EB,44.8523000000,PA,Tailândia,0.8970000000,IRU,AT,Aguardando análise
PA-1507953-956DEDC575DA4F6399EC0A727A554D44,48.4349000000,PA,Tailândia,0.9687000000,IRU,AT,Aguardando análise
PA-1507953-FA67A1D0741D44DDA92FDD1CC7738419,27.8608000000,PA,Tailândia,0.5572000000,IRU,AT,Aguardando análise
PA-1507953-A539470A59EE43248FCDBA50B24CCAFB,744.9299000000,PA,Tailândia,14.8986000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-89310443CBB14A188ADCAF56F127BA84,56.2856000000,PA,Tailândia,1.1257000000,IRU,AT,Aguardando análise
PA-1507953-2665999D0888477788271F26FEA9F6E3,69.8917000000,PA,Tailândia,1.3978000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-AED028E49EE547F7A55F15187A4E5160,76.4168000000,PA,Tailândia,1.5283000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-E47837FAE11742BABBC7000CCD772201,31.3508000000,PA,Tailândia,0.6270000000,IRU,AT,Aguardando análise
PA-1507953-3ECB99B36A404023BE41B86E175F4E9B,54.4840000000,PA,Tailândia,1.0897000000,IRU,AT,Aguardando análise
PA-1507953-AEBB55CE0F47427693B2F44B6997D6B8,8.1877000000,PA,Tailândia,0.1638000000,IRU,AT,Aguardando análise
PA-1507953-A72BA700B982410E8766D30E9CDE32CE,23.1366000000,PA,Tailândia,0.4627000000,IRU,AT,Aguardando análise
PA-1507953-BD6AC4BE83CE409493E4BD97D0C13688,38.7593000000,PA,Tailândia,0.7752000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-4D1FE3D8124C4779B7A5212371C91D66,51.2600000000,PA,Tailândia,1.0252000000,IRU,AT,Aguardando análise
PA-1507953-054D13A11BD54A13B79E0D65F1B61571,44.5807000000,PA,Tailândia,0.8916000000,IRU,AT,Aguardando análise
PA-1507953-398D42200D4343DEAA83AAE590D05D2A,75.5145000000,PA,Tailândia,1.5103000000,IRU,AT,Aguardando análise
PA-1507953-0C5C20AC3750466F98C2A5C0FDBC44C9,96.4954000000,PA,Tailândia,1.9299000000,IRU,AT,Aguardando análise
PA-1507953-81738F0638BF4B0BAC9FC9F2834E9753,0.6310000000,PA,Tailândia,0.0126000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-DE89992D5E18443DBB6D9F2D3E818A74,50.1681000000,PA,Tailândia,1.0034000000,IRU,AT,Aguardando análise
PA-1507953-828A0649A6BA4E38A6B90B593CB58AAB,68.4287000000,PA,Tailândia,1.3686000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-A8F7E1337FFA45BFB3D985D61F50A825,43.6133000000,PA,Tailândia,0.8723000000,IRU,AT,Aguardando análise
PA-1507953-586F9C462B504926BD9D78B1FF89B8E7,6.2609000000,PA,Tailândia,0.1252000000,IRU,AT,Aguardando análise
PA-1507953-17D25C61C9364911B042C5274EFC533C,52.1668000000,PA,Tailândia,1.0433000000,IRU,AT,Aguardando análise
PA-1507953-BF1C2B6BD5F24ECE80236FE2C180F30B,105.2260000000,PA,Tailândia,2.1045000000,IRU,AT,Aguardando análise
PA-1507953-43CAF354FAB046AD92676F8B8A8518EE,99.7299000000,PA,Tailândia,1.9946000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-74092DD5C8924EA5A88199F4F6D9CCC3,45.1146000000,PA,Tailândia,0.9023000000,IRU,AT,Aguardando análise
PA-1507953-5FA8ED7EF2904393B71CC591E3E7AC22,208.1108000000,PA,Tailândia,4.1622000000,IRU,AT,Aguardando análise
PA-1507953-974BD055B5BA4296AF3A84588383148C,27.7228000000,PA,Tailândia,0.5545000000,IRU,AT,Aguardando análise
PA-1507953-B639EEDB236B4855B704DCEBD505D211,45.7769000000,PA,Tailândia,0.9155000000,IRU,AT,Aguardando análise
PA-1507953-BCC42DCA3A4B4FC89256533121CF29C5,24.3608000000,PA,Tailândia,0.4872000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-83D16572958C4D9C9D2AC2E9312B6908,30.9492000000,PA,Tailândia,0.6190000000,IRU,AT,Aguardando análise
PA-1507953-F5A1217F567C40D794CEF10E5CD9DC76,42.6688000000,PA,Tailândia,0.8534000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-86DFB6BA9C4A42DABEC41C92FB6A778C,40.5810000000,PA,Tailândia,0.8116000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-1D889E67EBDC42A3A26B1D5DC74EB311,71.2572000000,PA,Tailândia,1.4251000000,IRU,AT,Aguardando análise
PA-1507953-A35DC482932C4B858CDA5D180140CD50,22.6676000000,PA,Tailândia,0.4534000000,IRU,AT,Aguardando análise
PA-1507953-2E331AB3ED1741AA9C87E9A953F41015,48.7805000000,PA,Tailândia,0.9756000000,IRU,AT,Aguardando análise
PA-1507953-4711276E685145FF94ABAD2281F7D31A,28.4968000000,PA,Tailândia,0.5699000000,IRU,AT,Aguardando análise
PA-1507953-EFD9469BEA2D4657B3122FFB4789B623,24.6019000000,PA,Tailândia,0.4920000000,IRU,AT,Aguardando análise
PA-1507953-9F47CD9312414DBBA8112BC7BBF8936E,84.6067000000,PA,Tailândia,1.6921000000,IRU,AT,Aguardando análise
PA-1507953-374BA45DBE2042D6960D3A6733F0E13F,42.3929000000,PA,Tailândia,0.8479000000,IRU,AT,Aguardando análise
PA-1507953-51486585DB6F42D78D0DD92416B8EAA6,24.4489000000,PA,Tailândia,0.4890000000,IRU,AT,Aguardando análise
PA-1507953-E4FD9F0B29D241AAACE0E0FF21E8360E,60.3883000000,PA,Tailândia,1.2078000000,IRU,AT,Aguardando análise
PA-1507953-A3ED246572D8478F9D9A44D0B4DE9CF5,85.3092000000,PA,Tailândia,1.7062000000,IRU,AT,Aguardando análise
PA-1507953-2A89474FC8CD4A0BBA31555D59BFCE07,21.8486000000,PA,Tailândia,0.4370000000,IRU,AT,Aguardando análise
PA-1507953-C366BECCD9B1483FA339A2C78561A089,91.3361000000,PA,Tailândia,1.8267000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-99B4C44FE96541DFA3D5637DDE0A0F5B,48.8820000000,PA,Tailândia,0.9776000000,IRU,AT,Aguardando análise
PA-1507953-2255AA5E25B5417CAAC22C1D6F632FED,22.7983000000,PA,Tailândia,0.4560000000,IRU,AT,Aguardando análise
PA-1507953-871DBD5E00224DB9AFA41F0A7BC3732D,21.3201000000,PA,Tailândia,0.4264000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-B7C9A47BDBC84FA388777F13FE06D63A,26.3884000000,PA,Tailândia,0.5278000000,IRU,AT,Aguardando análise
PA-1507953-2A9BACB608834E86878661F54F818928,60.6563000000,PA,Tailândia,1.2131000000,IRU,AT,Aguardando análise
PA-1507953-4AE8B16FF2724649BCEF93E92BA419ED,80.3845000000,PA,Tailândia,1.6077000000,IRU,AT,Aguardando análise
PA-1507953-3AAD2A39BF9C4D03A2F454E5348505C7,111.8254000000,PA,Tailândia,2.2365000000,IRU,AT,Aguardando análise
PA-1507953-13E0074FAF7D49B59E84535402A1AB67,25.2151000000,PA,Tailândia,0.5043000000,IRU,AT,Aguardando análise
PA-1507953-3284801505DE4BE4942746E017EC3B23,51.0471000000,PA,Tailândia,1.0209000000,IRU,AT,Aguardando análise
PA-1507953-67D04FB9976143D1B55FBEB83EE75DE4,53.7163000000,PA,Tailândia,1.0743000000,IRU,AT,Aguardando análise
PA-1507953-F8B1144D5F8A468EB770867E49000947,40.0029000000,PA,Tailândia,0.8001000000,IRU,AT,Aguardando análise
PA-1507953-074F1641D97C44129235C93AA23477A7,78.2596000000,PA,Tailândia,1.5652000000,IRU,AT,Aguardando análise
PA-1507953-8BED6E2117704B6C990B38962A020FD3,57.1123000000,PA,Tailândia,1.1422000000,IRU,AT,Aguardando análise
PA-1507953-62CEA4FCAD994B5EBB92E555D135D244,53.8183000000,PA,Tailândia,1.0764000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-94AB309D375B47638773BE03A3BCEA7F,26.9196000000,PA,Tailândia,0.5384000000,IRU,AT,Aguardando análise
PA-1507953-0ABCE78E4B264C96AA602EE31A900A26,40.7717000000,PA,Tailândia,0.8154000000,IRU,AT,Aguardando análise
PA-1507953-AC3EF9578D224A17B043624F04368042,49.4368000000,PA,Tailândia,0.9887000000,IRU,AT,Aguardando análise
PA-1507953-5579E41942914A469D4E3AF9F1734BF6,38.6428000000,PA,Tailândia,0.7729000000,IRU,AT,Aguardando análise
PA-1507953-1F815FA20EE24B159ECCE6577BD7DD08,55.7809000000,PA,Tailândia,1.1156000000,IRU,AT,Aguardando análise
PA-1507953-A3BDD5E9631949798C5308998121984F,48.7584000000,PA,Tailândia,0.9752000000,IRU,AT,Aguardando análise
PA-1507953-0B80D836DB114239B58A296A83730921,49.0498000000,PA,Tailândia,0.9810000000,IRU,AT,Aguardando análise
PA-1507953-DE8176A4C57442688351A97DC5DC1222,51.5830000000,PA,Tailândia,1.0317000000,IRU,AT,Aguardando análise
PA-1507953-CAF09206A6BC4EA1B1E88F0A635930E4,52.5479000000,PA,Tailândia,1.0510000000,IRU,AT,Aguardando análise
PA-1507953-410D2032251348E0A88F02BE35E608E3,42.7739000000,PA,Tailândia,0.8555000000,IRU,AT,Aguardando análise
PA-1507953-A3F2EACC3FF24C158BA1E3F5A82C6E76,73.3748000000,PA,Tailândia,1.4675000000,IRU,AT,Aguardando análise
PA-1507953-3C0657C65C89449ABDEC20492A46535E,93.3899000000,PA,Tailândia,1.8678000000,IRU,AT,Aguardando análise
PA-1507953-2BB1B37EE07A42BC8F3D0E0A5F4F653C,101.6975000000,PA,Tailândia,2.0339000000,IRU,AT,Aguardando análise
PA-1507953-E4CE28CF74E04CDA8E5D11C977E842AF,49.8515000000,PA,Tailândia,0.9970000000,IRU,AT,Aguardando análise
PA-1507953-725F761201DF4D5DA0F3DCA6F7BE9DF5,25.6084000000,PA,Tailândia,0.5122000000,IRU,AT,Aguardando análise
PA-1507953-B16062C4EE254EA3B6E3D6F0BC08EB09,139.0653000000,PA,Tailândia,2.7813000000,IRU,AT,Aguardando análise
PA-1507953-FDE250C3C73A4EBC8CB6057E66D2909A,24.8407000000,PA,Tailândia,0.4968000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-A0E60D8D7F674776A3C56768460B9FF9,40.1585000000,PA,Tailândia,0.8032000000,IRU,AT,Aguardando análise
PA-1507953-CB05193AB75143719E68E17F728CF129,33.0884000000,PA,Tailândia,0.6618000000,IRU,AT,Aguardando análise
PA-1507953-A2443E04671F4EA8B5B1BF27B94CE420,56.3890000000,PA,Tailândia,1.1278000000,IRU,AT,Aguardando análise
PA-1507953-63EA24F80CCB4110B49C29BE5BE3F530,79.0801000000,PA,Tailândia,1.5816000000,IRU,AT,Aguardando análise
PA-1507953-F3BA2508A48D499B9B753A415E0089B9,146.1759000000,PA,Tailândia,2.9235000000,IRU,AT,Aguardando análise
PA-1507953-50B70FC053744D92A70B4976DC95BDCA,58.4294000000,PA,Tailândia,1.1686000000,IRU,AT,Aguardando análise
PA-1507953-655B57A133DF4D97B1C286EF4E1F9E3E,194.8271000000,PA,Tailândia,3.8965000000,IRU,AT,Aguardando análise
PA-1507953-1D74566FD0C248F18EF25631F8D5ECC2,56.7160000000,PA,Tailândia,1.1343000000,IRU,AT,Aguardando análise
PA-1507953-937279CFED1C48BD986A51EC99DDE8C5,49.6428000000,PA,Tailândia,0.9929000000,IRU,AT,Aguardando análise
PA-1507953-0E28C92F89344617BC56534DFA5E046A,106.5548000000,PA,Tailândia,2.1311000000,IRU,AT,Aguardando análise
PA-1507953-481F005D4AB2486B8345F95671B57BA6,49.4058000000,PA,Tailândia,0.9881000000,IRU,AT,Aguardando análise
PA-1507953-6CB2125EE5DB4653A1CF2440C6DB5AA0,49.2827000000,PA,Tailândia,0.9857000000,IRU,AT,Aguardando análise
PA-1507953-0D331783944140538E806880762262CE,49.6193000000,PA,Tailândia,0.9924000000,IRU,AT,Aguardando análise
PA-1507953-D6F267A13D8941609DA7C0F597B5777F,9.7804000000,PA,Tailândia,0.1956000000,IRU,AT,Aguardando análise
PA-1507953-E0921A49CF32407AB89854BF79CB5070,26.2658000000,PA,Tailândia,0.5253000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-264205C26AED49908FF0CC48ABDD6230,57.8552000000,PA,Tailândia,1.1571000000,IRU,AT,Aguardando análise
PA-1507953-D1795E5E806240D291775C761FF6AECC,137.4286000000,PA,Tailândia,2.7486000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-801DA571E4834BFB9B9481F66D7F159B,62.0881000000,PA,Tailândia,1.2418000000,IRU,AT,Aguardando análise
PA-1507953-B8855847B5994A60B062B7373F00D4B2,45.4327000000,PA,Tailândia,0.9087000000,IRU,AT,Aguardando análise
PA-1507953-20F541DA6B59455D93DCA6F4D5D915C2,62.2572000000,PA,Tailândia,1.2451000000,IRU,AT,Aguardando análise
PA-1507953-30E8934749664DF98ACF24BF1BD6E041,44.4438000000,PA,Tailândia,0.8889000000,IRU,AT,Aguardando análise
PA-1507953-858FBAFD49A74A94A0916B53D9AE5872,77.2697000000,PA,Tailândia,1.5454000000,IRU,AT,Aguardando análise
PA-1507953-737F8C368A284F228CA28CAD52C332ED,23.6675000000,PA,Tailândia,0.4733000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-F3867EE5F9F24C41B6BFA237C2A18008,33.6976000000,PA,Tailândia,0.6740000000,IRU,AT,Aguardando análise
PA-1507953-AC95E86ACDBB44E48289DDD3B8735192,41.9666000000,PA,Tailândia,0.8393000000,IRU,AT,Aguardando análise
PA-1507953-46CA9518D1364F9393287344F6D69B71,45.4217000000,PA,Tailândia,0.9084000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-129AFF5FF456474D9694D305F0F50F82,23.7866000000,PA,Tailândia,0.4757000000,IRU,AT,Aguardando análise
PA-1507953-988C8CF4BAD04B5F8B2E4D25B2B0ABE4,22.8139000000,PA,Tailândia,0.4563000000,IRU,AT,Aguardando análise
PA-1507953-E76E5580252B41BF9FBC0563D967328A,85.2585000000,PA,Tailândia,1.7052000000,IRU,AT,Aguardando análise
PA-1507953-E47426E73DAB42A28E67448F5A9023B3,95.6051000000,PA,Tailândia,1.9121000000,IRU,AT,Aguardando análise
PA-1507953-FD40FCA972B943F1A68964C72EE932D4,44.8627000000,PA,Tailândia,0.8973000000,IRU,AT,Aguardando análise
PA-1507953-A2CC19B64C864D18958FCC330111AD9E,104.7423000000,PA,Tailândia,2.0948000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-970790B74D7D42228CF4D32118E5D660,5.4741000000,PA,Tailândia,0.1095000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-40FEE480BA8447F6A734D86F68338308,26.8330000000,PA,Tailândia,0.5367000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-A6DD84B5716C4350950AEDEFE5DF218D,36.7784000000,PA,Tailândia,0.7356000000,IRU,AT,Aguardando análise
PA-1507953-6169CE36097D47318E5F683497AE3649,36.8897000000,PA,Tailândia,0.7378000000,IRU,AT,Aguardando análise
PA-1507953-92C3CC87B7D44162B4A2CF78893347E8,28.8469000000,PA,Tailândia,0.5769000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-ED644C763AD947BCB5B73816356E6AAE,222.4695000000,PA,Tailândia,4.4494000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-3509D460683E493AB820DD895ACD84DF,66.1209000000,PA,Tailândia,1.3224000000,IRU,AT,Aguardando análise
PA-1507953-5562376BFEA94D348ED729AAA7B5E06B,63.5115000000,PA,Tailândia,1.2702000000,IRU,AT,Aguardando análise
PA-1507953-11AC4CB64E9C49AE961D76FED277401A,23.9056000000,PA,Tailândia,0.4781000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-988D17F7D7B140B7AE7D8A864D042219,23.8496000000,PA,Tailândia,0.4770000000,IRU,AT,Aguardando análise
PA-1507953-B2D886988839484BA5016551BD7A61D2,46.8746000000,PA,Tailândia,0.9375000000,IRU,AT,Aguardando análise
PA-1507953-40867FB66B7E4CB5A1804730274E63D0,63.9786000000,PA,Tailândia,1.2796000000,IRU,AT,Aguardando análise
PA-1507953-9903EAF3F3884B61A125FAA579DE1542,25.6692000000,PA,Tailândia,0.5134000000,IRU,AT,Aguardando análise
PA-1507953-D185368EDD8E4E08870F10D9951F3BA5,2.9392000000,PA,Tailândia,0.0588000000,IRU,AT,Aguardando análise
PA-1507953-FAB6A5D04E564212B170FB51F0C5898F,15.0695000000,PA,Tailândia,0.3014000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-20117C98C1114C09AAE871B3E9569D3B,3.0019000000,PA,Tailândia,0.0600000000,IRU,AT,Aguardando análise
PA-1507953-E0FA8962408B47CE82D20CEC7C6141F8,40.3921000000,PA,Tailândia,0.8078000000,IRU,AT,Aguardando análise
PA-1507953-5C065862E7C545B6B0294AF410C42070,50.0142000000,PA,Tailândia,1.0003000000,IRU,AT,Aguardando análise
PA-1507953-F400DEA8E2224BB5994CBE380C1CAC88,47.7175000000,PA,Tailândia,0.9544000000,IRU,AT,Aguardando análise
PA-1507953-0E5B72FA68414D25B3E9DC4A2845CB35,45.6679000000,PA,Tailândia,0.9134000000,IRU,AT,Aguardando análise
PA-1507953-3A2CA6D1177B4FC1A5F2FD8FEB5986A7,54.8192000000,PA,Tailândia,1.0964000000,IRU,AT,Aguardando análise
PA-1507953-6E0E4D03C17F4EE8952A48BE81A1FFE2,28.3073000000,PA,Tailândia,0.5661000000,IRU,AT,Aguardando análise
PA-1507953-8208A9C43E18482DA1F10EEF15E9AF0F,99.1166000000,PA,Tailândia,1.9823000000,IRU,AT,Aguardando análise
PA-1507953-7D176A31FB0F4C2DB1E15B83D1A98816,23.3170000000,PA,Tailândia,0.4663000000,IRU,AT,Aguardando análise
PA-1507953-45184C67664C404EB009E55A8E46D3EA,49.0641000000,PA,Tailândia,0.9813000000,IRU,AT,Aguardando análise
PA-1507953-4F74223AA6F84536B1CE5522B07B4AD0,25.3364000000,PA,Tailândia,0.5067000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-CCB83A376B9C40529C58F748765B86B7,977.4353000000,PA,Tailândia,19.5487000000,IRU,AT,Aguardando análise
PA-1507953-FCE22865154C4BC4923FF75D35F49942,49.4240000000,PA,Tailândia,0.9885000000,IRU,AT,Aguardando análise
PA-1507953-D337AED760144E82AD2742DCD873A7AA,31.1501000000,PA,Tailândia,0.6230000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-B728DA67839F4BEA978259CD7DCE6BE8,24.9074000000,PA,Tailândia,0.4981000000,IRU,AT,Aguardando análise
PA-1507953-BD841DFC6B4E4AB39D1283A6F1531BF0,32.5713000000,PA,Tailândia,0.6514000000,IRU,AT,Aguardando análise
PA-1507953-1318D117CD2F4C02A65A8C619576DD68,470.0176000000,PA,Tailândia,9.4004000000,IRU,AT,Aguardando análise
PA-1507953-2B54238D852146F6A641E3B8EF63866B,429.8482000000,PA,Tailândia,8.5970000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-448BE9684A2F40CD9D8B1E9644A68F26,90.9046000000,PA,Tailândia,1.8181000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1507953-C93A8E9D39AB45B6AD23F14DA150B3FF,109.8351000000,PA,Tailândia,2.1967000000,IRU,AT,Aguardando análise
PA-1507953-F6DEF731A732439AB0898ADBED2CB0F8,78.4886000000,PA,Tailândia,1.5698000000,IRU,AT,Aguardando análise
PA-1507953-4BFCFBA4F48145BBA811157E9C27F394,98.0941000000,PA,Tailândia,1.9619000000,IRU,AT,Aguardando análise
PA-1507953-765FE0876C5245B8AF2D1987EEFD4385,56.3788000000,PA,Tailândia,1.1276000000,IRU,AT,Aguardando análise
PA-1507953-C74786EC3D944D6D9BDB4BB7F15B1DF3,50.5080000000,PA,Tailândia,1.0102000000,IRU,AT,Aguardando análise
PA-1507953-49A574EC82304EEEA02E60DEFEB4DD48,43.3731000000,PA,Tailândia,0.8675000000,IRU,AT,Aguardando análise
PA-1507953-632F696D075E41AD93C2D0D304C7C496,108.1001000000,PA,Tailândia,2.1620000000,IRU,AT,Aguardando análise
PA-1507953-F1A1632C74A64F8683D78A240EC50D00,29.6262000000,PA,Tailândia,0.5925000000,IRU,AT,Aguardando análise
PA-1507953-BBA19BC867884B25A777EFE8550E0C1B,65.0385000000,PA,Tailândia,1.3008000000,IRU,AT,Aguardando análise
PA-1507953-34CB9AED84884BDFBC4A862BC6FE3508,46.6723000000,PA,Tailândia,0.9334000000,IRU,AT,Aguardando análise
PA-1507953-BFBE4F60F4284D4FBFB76CC29E6FCE15,64.9946000000,PA,Tailândia,1.2999000000,IRU,AT,Aguardando análise
PA-1507953-A0596BC0A0FC42F1B9056B12BC0F2F62,55.1878000000,PA,Tailândia,1.1038000000,IRU,AT,Aguardando análise
PA-1507953-A8822D6D5CE64FCF81761A6D9ACF8717,97.4713000000,PA,Tailândia,1.9494000000,IRU,AT,Aguardando análise
PA-1507953-42C15D7182F0458D907CAC65D29BA2CA,27.3551000000,PA,Tailândia,0.5471000000,IRU,AT,Aguardando análise
PA-1507953-6A4A9700C0294D55B98CE4338AFAEEC6,92.6335000000,PA,Tailândia,1.8527000000,IRU,AT,Aguardando análise
