COD_IMOVEL,NUM_AREA,COD_ESTADO,NOM_MUNICI,NUM_MODULO,TIPO_IMOVE,SITUACAO,CONDICAO_I
PA-1503804-FF74F09387964B5B90D6C95EA4E17E21,65.5425315466,PA,Jacundá,0.9363000000,IRU,AT,Aguardando analise
PA-1503804-0B83324A65FD4BCEAD203FCBD874287C,164.2201081253,PA,Jacundá,2.3460000000,IRU,AT,Aguardando analise
PA-1503804-2799E81D9EBB402FB3DA4F2C672BA8AD,49.4564390812,PA,Jacundá,0.7065000000,IRU,AT,Aguardando analise
PA-1503804-935DF9E6668144588CAE9F5A49B4BEFA,104.9850880825,PA,Jacundá,1.4998000000,IRU,AT,Aguardando analise
PA-1503804-CB40FAC7609D440EB8CE4DA7FCB440D5,531.0438146192,PA,Jacundá,7.5863000000,IRU,AT,Aguardando analise
PA-1503804-C1EED98AF65D4ADA8C008CD29E1F1CD3,443.6608000000,PA,Jacundá,6.3380000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-73A0884FF8FD4A0BADF4E23C3AB06C70,0.4851000000,PA,Jacundá,0.0069000000,IRU,AT,Aguardando análise
PA-1503804-AD72A3CC484C4A3D96BD974F6AFD02AA,84.9590000000,PA,Jacundá,1.2137000000,IRU,AT,Aguardando análise
PA-1503804-5BBA39717C3843458D488758FF2FB9EA,46.6961000000,PA,Jacundá,0.6671000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-8727C1DA6FB640BDA9F0E7449DEDA6BD,50.7494000000,PA,Jacundá,0.7250000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-407FEA9FC3B641C09B47DCDF122AADBB,82.5274000000,PA,Jacundá,1.1790000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-A5037978367A4178804BCA41D6534666,26.1738000000,PA,Jacundá,0.3739000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-BF78E3BC3B24450C8069AFA96B93E192,4.3753000000,PA,Jacundá,0.0625000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-E9CE989ECE3E4D0D8120ED14E4AAD699,149.2829000000,PA,Jacundá,2.1326000000,IRU,AT,Aguardando análise
PA-1503804-42549D486DE747618A1DD86E4E74CA5A,152.7500000000,PA,Jacundá,2.1821000000,IRU,AT,Aguardando análise
PA-1503804-1AE97BBA4F244EE795573BA5FECEBBB3,2091.9298000000,PA,Jacundá,29.8847000000,IRU,AT,Aguardando análise
PA-1503804-127ADD30153F4BC9860BFE8844887B55,375.2638000000,PA,Jacundá,5.3609000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-4806136484524BBD97E470855C7C90BD,86.6151000000,PA,Jacundá,1.2374000000,IRU,AT,Aguardando análise
PA-1503804-793538DC9733404BAE3EFA66BD0F297D,137.8954000000,PA,Jacundá,1.9699000000,IRU,AT,Aguardando análise
PA-1503804-58E8E5BA4C8E457AA410866828F4BAFA,313.3878000000,PA,Jacundá,4.4770000000,IRU,AT,Aguardando análise
PA-1503804-DDC0F5CF0C2947ABBD0C715A94F41725,261.9036000000,PA,Jacundá,3.7415000000,IRU,AT,Aguardando análise
PA-1503804-F94F42199D5F403D907F0A400C75C4CB,133.5585000000,PA,Jacundá,1.9080000000,IRU,AT,Aguardando análise
PA-1503804-7C88C6B63AFE41608BFC0B6A0D5834A9,19.8054000000,PA,Jacundá,0.2829000000,IRU,AT,Aguardando análise
PA-1503804-A6D1DB5AAACA4415849982F40A74D64F,19.9470000000,PA,Jacundá,0.2850000000,IRU,AT,Aguardando análise
PA-1503804-D9F8C3C873CC4B67A3DE66DF2C726BCB,102.5399000000,PA,Jacundá,1.4649000000,IRU,AT,Aguardando análise
PA-1503804-70EB54F0C6DE49FEBF3CEA979A77C5E4,463.0284000000,PA,Jacundá,6.6147000000,IRU,AT,Aguardando análise
PA-1503804-DE7BE54D81524B27859062D30754C1CC,391.1058000000,PA,Jacundá,5.5872000000,IRU,AT,Aguardando análise
PA-1503804-6E996CE2C52F4098A5BD259D21B56EB9,263.4599000000,PA,Jacundá,3.7637000000,IRU,AT,Aguardando análise
PA-1503804-AFB511A4A9D34C21B15BACE646DBB84E,185.6529000000,PA,Jacundá,2.6522000000,IRU,AT,Aguardando análise
PA-1503804-6C7F335F454C42DB8DD192D4A14149FE,118.9833000000,PA,Jacundá,1.6998000000,IRU,AT,Aguardando análise
PA-1503804-B215507DA06A4C82806D5F97581A9EBA,151.0959000000,PA,Jacundá,2.1585000000,IRU,AT,Aguardando análise
PA-1503804-1175C2D168804FEEB26644BDC2309B53,44.3267000000,PA,Jacundá,0.6332000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-9B9F187F72E74A9996434AF303604021,2.4028000000,PA,Jacundá,0.0343000000,IRU,AT,Aguardando análise
PA-1503804-0D7EBEF60D1A4AD69A5BCC87DBBF305D,781.6625000000,PA,Jacundá,11.1666000000,IRU,AT,Aguardando análise
PA-1503804-7FCCCA6AE20E43B5B483481CAAA299D4,100.5563000000,PA,Jacundá,1.4365000000,IRU,AT,Aguardando análise
PA-1503804-F909DFC444924CA9AAC6785F65B877E5,50.2823000000,PA,Jacundá,0.7183000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-90165440C74A451F8504ABAC582AB956,159.4969000000,PA,Jacundá,2.2785000000,IRU,AT,Aguardando análise
PA-1503804-4F4FE599815E4FD08C5F453334A3FE5D,309.5437000000,PA,Jacundá,4.4221000000,IRU,AT,Aguardando análise
PA-1503804-17921258CC39473CBDBFFA2CB07006E0,62.0470000000,PA,Jacundá,0.8864000000,IRU,AT,Aguardando análise
PA-1503804-ECAEBD836C83444E9E3FC8437F84DC35,53.5957000000,PA,Jacundá,0.7657000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-27C786C504A14D28B587BB33B7A5DA90,78.0652000000,PA,Jacundá,1.1152000000,IRU,AT,Aguardando análise
PA-1503804-75779679F5EB44EEB3AA8F9E7590C8B7,49.6145000000,PA,Jacundá,0.7088000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-8861EC132DAF4D39990D5556AC6F6289,81.2504000000,PA,Jacundá,1.1607000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-1140CEE9EBB64404831C36AC0A502B3B,50.0071000000,PA,Jacundá,0.7144000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-782183972AA9444293180383F1FA6A01,222.7976000000,PA,Jacundá,3.1828000000,IRU,AT,Aguardando análise
PA-1503804-6345EDF3320242E2B53D7AAEEC668B92,87.6997000000,PA,Jacundá,1.2529000000,IRU,AT,Aguardando análise
PA-1503804-B984CFEC89894D60BCF884FD429459DC,31.4379000000,PA,Jacundá,0.4491000000,IRU,AT,Aguardando análise
PA-1503804-4FF2DD7F071B40528311F6CD19233B46,102.5273000000,PA,Jacundá,1.4647000000,IRU,AT,Aguardando análise
PA-1503804-AC30DEE92E7D4A138C8CCD7912A98406,252.9805000000,PA,Jacundá,3.6140000000,IRU,AT,Aguardando análise
PA-1503804-EC5304CB51DC483489D3199A36605131,180.1641000000,PA,Jacundá,2.5738000000,IRU,AT,Aguardando análise
PA-1503804-B3E8D2DB46554CA282AD2A98E72696B4,172.0876000000,PA,Jacundá,2.4584000000,IRU,AT,Aguardando análise
PA-1503804-01272889286147C786C77BE27A90E435,205.2529000000,PA,Jacundá,2.9322000000,IRU,AT,Aguardando análise
PA-1503804-9506C50FF8C34AEEA96581FAC8B296FF,81.4088000000,PA,Jacundá,1.1630000000,IRU,AT,Aguardando análise
PA-1503804-C6F4553277E3469096179E0ED3D4BDAC,167.9250000000,PA,Jacundá,2.3989000000,IRU,AT,Aguardando análise
PA-1503804-0B1E214CEBBE481AB84D6C1C1DD36A98,34.7337000000,PA,Jacundá,0.4962000000,IRU,AT,Aguardando análise
PA-1503804-EA61E3486EA249F9B9217CA5CB314D2E,33.8003000000,PA,Jacundá,0.4829000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-77FCC59A3E2C488790B53C976A8B1B6D,79.7240000000,PA,Jacundá,1.1389000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-41D9AA3F37ED4469B18B28938CF9FD1D,474.0724000000,PA,Jacundá,6.7725000000,IRU,AT,Aguardando análise
PA-1503804-69FBFA6D88FF49E7A50DE107DFE1E495,145.0671000000,PA,Jacundá,2.0724000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-ECE9149703A24E52A62089F21C45AA76,62.9091000000,PA,Jacundá,0.8987000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-A3A6D13B6AE342B9B2D973B844D5DA75,1.2398000000,PA,Jacundá,0.0177000000,IRU,AT,Aguardando análise
PA-1503804-33FCC9706AA2480C87066B28DE014270,33.8804000000,PA,Jacundá,0.4840000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-721B0CC312F641559E4D28249AF4AE9D,100.0007000000,PA,Jacundá,1.4286000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-8934641EF3BC48148B82FA45D8582CB2,123.7197000000,PA,Jacundá,1.7674000000,IRU,AT,Aguardando análise
PA-1503804-A517BC21618D4BB7A44F62FE27545595,50.4991000000,PA,Jacundá,0.7214000000,IRU,AT,Aguardando análise
PA-1503804-EC448377464A4C52878D1B75736E6165,49.9396000000,PA,Jacundá,0.7134000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-8E15073A1F074FBCB975E9FA721B1E62,49.9396000000,PA,Jacundá,0.7134000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-6A66038F50574E31B01DA951B1D2E628,188.9107000000,PA,Jacundá,2.6987000000,IRU,AT,Aguardando análise
PA-1503804-9A37907C8A924C7CAD8CF3A1D27D72D6,103.8090000000,PA,Jacundá,1.4830000000,IRU,AT,Aguardando análise
PA-1503804-7A02F8DD65144FECBB6B106377D5AC7D,178.1511000000,PA,Jacundá,2.5450000000,IRU,AT,Aguardando análise
PA-1503804-E1FF573ADFD64135AA33B1D82BF0D71A,100.1230000000,PA,Jacundá,1.4303000000,IRU,AT,Aguardando análise
PA-1503804-CEA5C7F40C7C4A05B5FB1F8A857DA4EB,93.5193000000,PA,Jacundá,1.3360000000,IRU,AT,Aguardando análise
PA-1503804-71B7BAEE65AA40F1BAB89118E8E3972C,40.5420000000,PA,Jacundá,0.5792000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-6D8F962271E448F3A413FC48A6A17925,53.1689000000,PA,Jacundá,0.7596000000,IRU,AT,Aguardando análise
PA-1503804-FE14EDD4399B4239A43C80061B44FB2A,63.1202000000,PA,Jacundá,0.9017000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-B3EC1C6203BC4427925BF82D0B443004,102.6151000000,PA,Jacundá,1.4659000000,IRU,AT,Aguardando análise
PA-1503804-91B0FF266C64473E9B3CAB88C8256DE5,795.6524000000,PA,Jacundá,11.3665000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-E53BEE3552D0469D88ADAAC6297A070C,3.3279000000,PA,Jacundá,0.0475000000,IRU,AT,Aguardando análise
PA-1503804-82B406F3A91C4C0EA905F7932DC9F8D2,50.5790000000,PA,Jacundá,0.7226000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-D260C9D9CAD14072A203E448E9A6B420,48.1636000000,PA,Jacundá,0.6881000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-C75BDA12FF28448A92E43199476526EA,28.3530000000,PA,Jacundá,0.4050000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-4FB72F87D3624E9DA1E70208D31EB354,48.6418000000,PA,Jacundá,0.6949000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-969F2E6CF3A8476B9E91FCB1D45E18BB,25.8567000000,PA,Jacundá,0.3694000000,IRU,AT,Aguardando análise
PA-1503804-C2D0E40969844345810C7BAE59A9F6B8,51.7791000000,PA,Jacundá,0.7397000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-AEB1634C3366463784EC101E77690BBB,48.3960000000,PA,Jacundá,0.6914000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-BC76646A74ED48DC90A0D33A1F9CA01E,50.2232000000,PA,Jacundá,0.7175000000,IRU,AT,Aguardando análise
PA-1503804-E7B82030222A4A6993C7172437EC290F,48.5577000000,PA,Jacundá,0.6937000000,IRU,AT,Aguardando análise
PA-1503804-BC0B43BCD8C5444DB1999CDB45AE28D7,112.5818000000,PA,Jacundá,1.6083000000,IRU,AT,Aguardando análise
PA-1503804-B5A759A4B68A4B59975A7A6AB00EF35E,48.9790000000,PA,Jacundá,0.6997000000,IRU,AT,Aguardando análise
PA-1503804-DECBBBC4B64F4F668269FB149E228809,82.9480000000,PA,Jacundá,1.1850000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-595512E223A64AC9A31B40B65A27B14C,363.5839000000,PA,Jacundá,5.1941000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-EEED7800354B4D2B8313BD30A50EDB3E,211.7790000000,PA,Jacundá,3.0254000000,IRU,CA,CANCELADO_POR_DECISAO_ADMINISTRATIVA
PA-1503804-F44C0E86DA134EA78BD77023AD768559,65.2998000000,PA,Jacundá,0.9329000000,IRU,AT,Aguardando análise
PA-1503804-E724C4E1AC3445478E9679B04AE98F0C,80.0967000000,PA,Jacundá,1.1442000000,IRU,AT,Aguardando análise
PA-1503804-01DC24CBD0FB435A9EF0302A2D84E756,120.8233000000,PA,Jacundá,1.7260000000,IRU,AT,Aguardando análise
PA-1503804-FC12363E9ED34A42B2BD93EF72DA2F0C,9.6801000000,PA,Jacundá,0.1383000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-7BB8CD9D82A24697BB9356F1116A689D,85.8719000000,PA,Jacundá,1.2267000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-967348E93D744B32ABFAE6A04238013C,116.5418000000,PA,Jacundá,1.6649000000,IRU,AT,Aguardando análise
PA-1503804-FCE2F4189B474E9592DCA1BF6534D142,37.7778000000,PA,Jacundá,0.5397000000,IRU,AT,Aguardando análise
PA-1503804-4004C4A94ED44517BA7862D24B45345A,76.3404000000,PA,Jacundá,1.0906000000,IRU,AT,Aguardando análise
PA-1503804-0D2DD694833A496B91EF795472FE24C1,238.4382000000,PA,Jacundá,3.4063000000,IRU,AT,Aguardando análise
PA-1503804-12C986274EC84DB590955DE1C9ABC569,86.6397000000,PA,Jacundá,1.2377000000,IRU,AT,Aguardando análise
PA-1503804-2A0E9B77282E4B55904F1B11A6D2B7D2,857.5020000000,PA,Jacundá,12.2500000000,IRU,AT,Aguardando análise
PA-1503804-309DE7C714E14A2492EC656ECB5BC943,65.5797000000,PA,Jacundá,0.9369000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-FEC93ED53780482EA82D3A183E745CB3,111.7267000000,PA,Jacundá,1.5961000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-E0E771533447445D83E5CC17CDB0DE10,43.4877000000,PA,Jacundá,0.6213000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-3085EED85DE5417DA70740D211DF0D75,48.7664000000,PA,Jacundá,0.6967000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-18707A6C641249DBABF2BE922E335147,41.8147000000,PA,Jacundá,0.5974000000,IRU,AT,Aguardando análise
PA-1503804-BA15160C4D66413EBEBEE7C5B0C9B7C0,47.8630000000,PA,Jacundá,0.6838000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-0CC3172376D54468BC91B727ACC278FB,68.9274000000,PA,Jacundá,0.9847000000,IRU,AT,Aguardando análise
PA-1503804-E77001A7B8FD4C269456CE00957AE1DD,76.2721000000,PA,Jacundá,1.0896000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-F4BF8B37448A4BA897195B8F8D37E982,48.2289000000,PA,Jacundá,0.6890000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-6E4D7D4539C54399B9ECA2B1FA2DF56C,59.1085000000,PA,Jacundá,0.8444000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-0F04D8D67A1E42EE92E22725D816E05C,130.4357000000,PA,Jacundá,1.8634000000,IRU,AT,Aguardando análise
PA-1503804-B94EC0B7379D480F940560B15917406D,72.9890000000,PA,Jacundá,1.0427000000,IRU,AT,Aguardando análise
PA-1503804-418DDFA468FA4C92B92102972F591F0F,278.8332000000,PA,Jacundá,3.9833000000,IRU,AT,Aguardando análise
PA-1503804-E92187E058254ACBA4094AFF10C531E8,48.8687000000,PA,Jacundá,0.6981000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-CF69679315934F47921E59249B5C2331,12.4362000000,PA,Jacundá,0.1777000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-937261D1935F4487A068E3DEA6FF2785,76.4570000000,PA,Jacundá,1.0922000000,IRU,AT,Aguardando análise
PA-1503804-DE477C7B32FE45D99848D16F5B8C5E58,26.4347000000,PA,Jacundá,0.3776000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-DFAC1B044E2148789EAA3855EFEB8F53,24.7395000000,PA,Jacundá,0.3534000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-B8ED8EB24E1848A7892B51CFF5260919,135.7187000000,PA,Jacundá,1.9388000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-B3CE24C72E0B4CFA995DC7E0240091FC,94.2043000000,PA,Jacundá,1.3458000000,IRU,AT,Aguardando análise
PA-1503804-2FD1E25FDC35437AA1AF9F37157B6405,48.7209000000,PA,Jacundá,0.6960000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-22014ACF0E9644639E60EF18D0296175,29.6403000000,PA,Jacundá,0.4234000000,IRU,AT,Aguardando análise
PA-1503804-4FA4D217E5FE4C7CAE2BCD2B2426D96F,122.5195000000,PA,Jacundá,1.7503000000,IRU,AT,Aguardando análise
PA-1503804-A4C4F5B50BA943F6BDB7B8CA7B0A47AA,211.4024000000,PA,Jacundá,3.0200000000,IRU,AT,Aguardando análise
PA-1503804-E8F267060934490A835DAFDFA5C057FA,92.0218000000,PA,Jacundá,1.3146000000,IRU,AT,Aguardando análise
PA-1503804-4338032FC4B240BCBC998DFE2CA51989,96.2129000000,PA,Jacundá,1.3745000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-7B373538B57D40CE9F3E745EE8C8791D,86.5329000000,PA,Jacundá,1.2362000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-7B115EB78EAD458CA55E98FC1B1D9D72,96.6059000000,PA,Jacundá,1.3801000000,IRU,AT,Aguardando análise
PA-1503804-7E9FA71F4E6B4EF98BA804A159D5A44C,68.8191000000,PA,Jacundá,0.9831000000,IRU,AT,Aguardando análise
PA-1503804-98742DDB397E4F19BDBBF530EDE49E1B,81.1839000000,PA,Jacundá,1.1598000000,IRU,AT,Aguardando análise
PA-1503804-C2599085709943FBAD7581E145C5410B,126.8050000000,PA,Jacundá,1.8115000000,IRU,AT,Aguardando análise
PA-1503804-215E8F3243A244E29C3D83D942CE98DF,103.5452000000,PA,Jacundá,1.4792000000,IRU,AT,Aguardando análise
PA-1503804-AA98E6D355E44B2CBD47E968D088B7CB,42.6528000000,PA,Jacundá,0.6093000000,IRU,AT,Aguardando análise
PA-1503804-A799B325807E4CBABE5F5069BB56B338,15.8331000000,PA,Jacundá,0.2262000000,IRU,AT,Aguardando análise
PA-1503804-BFF52401130E4B949560D02D7228647E,29.6209000000,PA,Jacundá,0.4232000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-62614FB4152C49ED98DCA9430BD47263,54.9977000000,PA,Jacundá,0.7857000000,IRU,AT,Aguardando análise
PA-1503804-6AA6653626E54CA3810EBDD6437B6E8A,770.6825000000,PA,Jacundá,11.0098000000,IRU,AT,Aguardando análise
PA-1503804-B925964736A64AFD9EA6D5FB22908F37,39.4047000000,PA,Jacundá,0.5629000000,IRU,AT,Aguardando análise
PA-1503804-13A17DF4F5524A638F3F2D59DBBF27DD,98.1056000000,PA,Jacundá,1.4015000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-FF1433BDACD549E09814F31ADB4708BF,145.7310000000,PA,Jacundá,2.0819000000,IRU,AT,Aguardando análise
PA-1503804-DC8C93BE6F9E49259C9EE2739B4AB693,98.2645000000,PA,Jacundá,1.4038000000,IRU,AT,Aguardando análise
PA-1503804-DC3F92168D054840B7EDCB06B2AAA870,26.1692000000,PA,Jacundá,0.3738000000,IRU,AT,Aguardando análise
PA-1503804-1317127121414B2C971B64AA6DCA15C9,11.8276000000,PA,Jacundá,0.1690000000,IRU,AT,Aguardando análise
PA-1503804-76843787AC8A4FF5A994624D04A4C166,214.5874000000,PA,Jacundá,3.0655000000,IRU,AT,Aguardando análise
PA-1503804-4AB99730A7424EB7B0EB47811EA52FFC,22.1731000000,PA,Jacundá,0.3168000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-A0C283FF28164983AD09F7B4040132CB,50.1531000000,PA,Jacundá,0.7165000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-BB22196AB8214F2E9394EAF8C3D76E9B,50.2555000000,PA,Jacundá,0.7179000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-EF001681EB934F949E8E7776813E940D,94.2507000000,PA,Jacundá,1.3464000000,IRU,AT,Aguardando análise
PA-1503804-D986D3B2D7B343D78AFEBEE383C751BA,10.2464000000,PA,Jacundá,0.1464000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-E6A4BA7B17BC4B8A92814297759E8C8A,78.9726000000,PA,Jacundá,1.1282000000,IRU,AT,Aguardando análise
PA-1503804-00E89B0F1AE94189AB9E52DFE1B40A9B,198.1829000000,PA,Jacundá,2.8312000000,IRU,AT,Aguardando análise
PA-1503804-4CEB005C27184DECAB196E0E99CC9AB8,50.6885000000,PA,Jacundá,0.7241000000,IRU,AT,Aguardando análise
PA-1503804-DB1024FED63B43C6A06173047A149A14,4.5074000000,PA,Jacundá,0.0644000000,IRU,AT,Aguardando análise
PA-1503804-A3FE90D9881D4FE9918E7949811942EA,41.8511000000,PA,Jacundá,0.5979000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-FE07DDD1BC4E4710A2C3FEE210CF5100,43.4982000000,PA,Jacundá,0.6214000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-307F8C98184D46D1B8B21D90FA287003,27.3929000000,PA,Jacundá,0.3913000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-20A39624336A4F9D840DB6E10B30CAB6,16.6959000000,PA,Jacundá,0.2385000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-4890953F3919458AA85B454AF9E1F628,29.2523000000,PA,Jacundá,0.4179000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-2B1369D77071421B9B43026E98D1916E,44.9769000000,PA,Jacundá,0.6425000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-42AD9FB458B54E62BBBC6266A9E0251E,151.5796000000,PA,Jacundá,2.1654000000,IRU,AT,Aguardando análise
PA-1503804-A8D2F21CAED84371A2DFB25B89F80B61,133.1817000000,PA,Jacundá,1.9026000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-B1ED08539E1E4486842B2BB3FC5DDC26,36.2830000000,PA,Jacundá,0.5183000000,IRU,AT,Aguardando análise
PA-1503804-856FA19DA7924759922E68F7A2984C5C,30.7111000000,PA,Jacundá,0.4387000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-A6CB68E1F07542C0A1B1001D81C7A0C3,34.7115000000,PA,Jacundá,0.4959000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-5D5BF6508B12442CAB88B9796ED8B4D8,1.8558000000,PA,Jacundá,0.0265000000,IRU,AT,Aguardando análise
PA-1503804-6D856C22D10341658012F76AC966DF73,49.9881000000,PA,Jacundá,0.7141000000,IRU,AT,Aguardando análise
PA-1503804-40654F76EC5C453F89153FBDA2D7248C,35.4978000000,PA,Jacundá,0.5071000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-4B1B8C9B1BAF438B835271657A3FBB9B,46.4072000000,PA,Jacundá,0.6630000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-C44A79DD4ABD46EC897DAECBE91B25B0,86.9331000000,PA,Jacundá,1.2419000000,IRU,AT,Aguardando análise
PA-1503804-D51388B6C1F04D50B54F18F11E2B2EED,60.8608000000,PA,Jacundá,0.8694000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
PA-1503804-827079E715D64EB6A3BBE238AC391C0A,63.7698000000,PA,Jacundá,0.9110000000,IRU,AT,Aguardando análise
PA-1503804-616B8C3791DE4AFEA7CA34FE061BC007,102.3629000000,PA,Jacundá,1.4623000000,IRU,AT,Aguardando análise
PA-1503804-1BDD82C73CC344A092EC3E2E46A82438,58.2223000000,PA,Jacundá,0.8317000000,IRU,AT,Aguardando análise
PA-1503804-C03944AF4FAE4AAEB9D9574EF185E9E6,147.5831000000,PA,Jacundá,2.1083000000,IRU,AT,Aguardando análise
PA-1503804-96B3C110DAAB45ED98F35A8856DDCF56,299.0350000000,PA,Jacundá,4.2719000000,IRU,AT,Aguardando análise
PA-1503804-9AE1E46AF4C74A21840F4F9E4033A517,63.7899000000,PA,Jacundá,0.9113000000,IRU,AT,Aguardando análise
PA-1503804-B458F91E37F64B10ADDC7C3D31810F83,48.9557000000,PA,Jacundá,0.6994000000,IRU,PE,"Analisado com pendências, aguardando retificação e/ou apresentação de documentos"
